Date,Close Price
28/05/2018 23:58,7110.09
28/05/2018 23:59,7106.1
29/05/2018 00:01,7112.31
29/05/2018 00:02,7115.71
29/05/2018 00:03,7123.99
29/05/2018 00:04,7123.06
29/05/2018 00:05,7122.87
29/05/2018 00:06,7119.24
29/05/2018 00:07,7119.25
29/05/2018 00:08,7119.38
29/05/2018 00:09,7116.71
29/05/2018 00:10,7113.86
29/05/2018 00:11,7113.39
29/05/2018 00:12,7117.43
29/05/2018 00:13,7118.77
29/05/2018 00:14,7117.88
29/05/2018 00:15,7119
29/05/2018 00:16,7121.8
29/05/2018 00:17,7122.25
29/05/2018 00:18,7122.32
29/05/2018 00:19,7126.46
29/05/2018 00:20,7129.6
29/05/2018 00:21,7133.88
29/05/2018 00:22,7131.89
29/05/2018 00:23,7131.98
29/05/2018 00:24,7127.94
29/05/2018 00:25,7128.32
29/05/2018 00:26,7125.5
29/05/2018 00:27,7125.71
29/05/2018 00:28,7124.67
29/05/2018 00:29,7122.85
29/05/2018 00:30,7115.77
29/05/2018 00:31,7111.91
29/05/2018 00:32,7115.33
29/05/2018 00:33,7115.17
29/05/2018 00:34,7114.75
29/05/2018 00:35,7113.81
29/05/2018 00:36,7122.26
29/05/2018 00:37,7119.41
29/05/2018 00:38,7114.07
29/05/2018 00:39,7114.08
29/05/2018 00:40,7114.8
29/05/2018 00:41,7116.28
29/05/2018 00:42,7116.41
29/05/2018 00:43,7117.24
29/05/2018 00:44,7118.29
29/05/2018 00:45,7122.94
29/05/2018 00:46,7124.33
29/05/2018 00:47,7122.79
29/05/2018 00:48,7119.61
29/05/2018 00:49,7118.45
29/05/2018 00:50,7117.48
29/05/2018 00:51,7116.45
29/05/2018 00:52,7123.93
29/05/2018 00:53,7126.54
29/05/2018 00:54,7122.4
29/05/2018 00:55,7122.57
29/05/2018 00:56,7122.45
29/05/2018 00:57,7124.96
29/05/2018 00:58,7121.03